asset,ts_utc,open,high,low,close,session
BITCOIN,2025-11-09 20:02:05.980000+00:00,104763.27899819663,104763.27899819663,104763.27899819663,104763.27899819663,US
BITCOIN,2025-11-09 21:06:26.051000+00:00,104592.07380618309,104592.07380618309,104592.07380618309,104592.07380618309,US
BITCOIN,2025-11-09 22:01:59.886000+00:00,104492.78935706745,104492.78935706745,104492.78935706745,104492.78935706745,US
BITCOIN,2025-11-09 23:01:04.032000+00:00,104752.95053935901,104752.95053935901,104752.95053935901,104752.95053935901,US
BITCOIN,2025-11-10 00:02:23.187000+00:00,104709.67861656273,104709.67861656273,104709.67861656273,104709.67861656273,ASIA
BITCOIN,2025-11-10 01:07:45.239000+00:00,106437.47072004834,106437.47072004834,106437.47072004834,106437.47072004834,ASIA
BITCOIN,2025-11-10 02:02:12.187000+00:00,105795.36933793766,105795.36933793766,105795.36933793766,105795.36933793766,ASIA
BITCOIN,2025-11-10 03:02:35.889000+00:00,105830.74189620472,105830.74189620472,105830.74189620472,105830.74189620472,ASIA
BITCOIN,2025-11-10 04:02:03.602000+00:00,106063.26019488835,106063.26019488835,106063.26019488835,106063.26019488835,ASIA
BITCOIN,2025-11-10 05:01:25.394000+00:00,106137.42909984663,106137.42909984663,106137.42909984663,106137.42909984663,ASIA
